channel,count,percent
binochemtienganh,1146,0.0009135951083598736
dsnhidong,1096,0.0008737349378380641
tkventuresvn,1096,0.0008737349378380641
thegeomedic,1083,0.0008633712935023937
love_and_maturity,1076,0.0008577908696293403
pphicoach,1073,0.0008553992593980317
hanhchiase.xaykenh,1073,0.0008553992593980317
toiyeuvietnam1975,1049,0.0008362663775475631
hiubokho,1045,0.0008330775639058184
mitaminhtan,1010,0.0008051754445405517
ruto1009,1009,0.0008043782411301156
kienkhongngu_official,1007,0.0008027838343092432
tamsuconggiao,1004,0.0008003922240779346
anhtuanle2304,977,0.0007788677319961575
xangthuonghieu1,962,0.0007669096808396146
apinvy,962,0.0007669096808396146
ami_wellness,952,0.0007589376467352527
nguyen2hoang2long,949,0.0007565460365039442
hoangmanh8383,949,0.0007565460365039442
nguyenphuonghuyen_tsh,946,0.0007541544262726356
hqbt_laodonghanquoc,937,0.0007469795955787099
duyyy.real.channel,934,0.0007445879853474013
msngan.panda,932,0.0007429935785265289
langhoa.workout,932,0.0007429935785265289
dhcvietnam.com.vn,926,0.0007382103580639118
mixximuse0305,925,0.0007374131546534756
bahuy.henry,920,0.0007334271376012947
homeenglishvn,889,0.0007087138318777728
hongtotheheart,888,0.0007079166284673366
dongocthien_hip,888,0.0007079166284673366
trungthucedu,887,0.0007071194250569004
anratot102,880,0.000701539001183847
trungluatsu,877,0.0006991473909525385
weshare.asia,877,0.0006991473909525385
lydapotato,867,0.0006911753568481766
bamboocareers,866,0.0006903781534377404
mai_luong_tsh,865,0.0006895809500273042
tizidichlep.official,861,0.0006863921363855595
dangthuhaf,854,0.0006808117125125062
sangsang2x,852,0.0006792173056916338
hocvientommy,850,0.0006776228988707614
linhmayy03,846,0.0006744340852290166
mountain_nguyen,818,0.0006521123897368033
auhomaiuyn,812,0.0006473291692741861
linhmayy2003,809,0.0006449375590428776
thanh.nv,805,0.0006417487454011328
cafetek,802,0.0006393571351698242
phamnguyenanhtu38h1,802,0.0006393571351698242
makebelieveshow,791,0.0006305878976550262
wingmanvn,763,0.0006082662021628129
cohathu.wegrow,733,0.0005843500998497272
g84lebichngoc,730,0.0005819584896184185
soncalltech,723,0.0005763780657453652
kenjinguyendinh,723,0.0005763780657453652
quyquy_2,716,0.000570797641872312
the.innovators,710,0.0005660144214096948
gearvn.store,704,0.0005612312009470777
kobe.media79,704,0.0005612312009470777
dr.hieuielts,702,0.0005596367941262053
thuyle2000,700,0.0005580423873053329
chiemthanhlich,695,0.000554056370253152
macyennhu,694,0.0005532591668427157
astromazing.com,683,0.0005444899293279177
vuongtuhoayogi,672,0.0005357206918131195
luatsux,671,0.0005349234884026834
trieuvandeptrai,661,0.0005269514542983215
adminkhaofficial,652,0.0005197766236043958
chungkhoannessi,650,0.0005181822167835234
vttm_official,646,0.0005149934031417787
taotechvn,623,0.0004966577247017463
mcanhphuong,620,0.0004942661144704377
bobsgb,619,0.0004934689110600015
quang.tm,614,0.0004894828940078205
anthonyngofficial,596,0.00047513323261996916
duyennguyenkd,594,0.00047353882579909677
bacsicaohuuthinh,594,0.00047353882579909677
lantechvn,580,0.0004623779780529901
mixigaming,565,0.00045041992689644726
phuongcongnghe,558,0.0004448395030233939
quynhcuaneee,530,0.0004225178075311806
topcv,516,0.00041135695978507394
hungkhucc,503,0.0004009933154494035
lenkangoo,489,0.00038983246770329683
camvothuat,481,0.0003834548404198073
nawngs.official,455,0.0003627275517484664
caocuongvu,446,0.00035555272105454065
tan.sualaptop,443,0.0003531611108232321
ph.khg,437,0.00034837789036061496
phamcanhlinh,435,0.00034678348353974256
rose.ng_,434,0.0003459862801293064
phuongnamcomedian,434,0.0003459862801293064
sitcomtaichinh,429,0.0003420002630771254
fqa.mp5,417,0.00033243382215189114
radiotuanngoc,412,0.0003284478050997102
thayleodeptrai,411,0.000327650601689274
khanhvyccf,404,0.0003220701778162207
truyd,400,0.0003188813641744759
tinhlong123,398,0.0003172869573536036
baophuonglatui,395,0.000314895347122295
withvung,395,0.000314895347122295
binyetvlog,389,0.00031011212665967784
hianle21.marketing,385,0.0003069233130179331
bimatgoogle,378,0.00030134288914487976
dong.congnghe,364,0.00029018204139877313
vietargue,360,0.00028699322775702833
cobaedit7,352,0.00028061560047353885
sonapple88,348,0.00027742678683179405
dangbeo9,348,0.00027742678683179405
thangmucbang,312,0.0002487274640560912
quoctruong1988,304,0.00024234983677260172
alongoc.nghe,293,0.00023358059925780361
kich.nghe,293,0.00023358059925780361
chau_muoi,292,0.00023278339584736744
phamquyet15121,291,0.00023198619243693124
bathucfood,287,0.00022879737879518647
htx.tienbo,282,0.00022481136174300553
phucmapvlog,276,0.0002200281412803884
_thangtaipei_,270,0.00021524492081777125
chubeo.dayyy,257,0.0002048812764821008
kienthanhle90,245,0.00019531483555686652
trananhtu249,242,0.00019292322532555794
masteranhducpro,238,0.00018973441168381318
tunggg.pham,235,0.0001873428014525046
nonkhanran,231,0.00018415398781075986
ccamthao,221,0.00017618195370639795
saigonspringroll,218,0.00017379034347508938
virussvn,205,0.00016342669913941893
duyentuban,204,0.00016262949572898273
hitmaker.talkshow,198,0.0001578462752663656
dicungdat,191,0.00015226585139331225
dyxahmazl7at,185,0.0001474826309306951
dungbanvang,176,0.00014030780023676942
giangoivlog,169,0.00013472737636371608
mioilami,155,0.00012356652861760943
meizkhumm,151,0.00012037771497586466
marketingcungadam,145,0.00011559449451324752
danchoihetao,128,0.0001020420365358323
tieuthu.chanrau,119,9.486720584190659e-05
hungdidu1907,118,9.40700024314704e-05
topupodcast,112,8.928678196885326e-05
anhsacanh.marketik,110,8.769237514798088e-05
manlethe,103,8.211195127492755e-05
mcmisthy,102,8.131474786449136e-05
dinovux,99,7.89231376331828e-05
son.me.hoc,85,6.776228988707614e-05
thuyvuongday,81,6.457347624533137e-05
moedidauu,59,4.70350012157352e-05
mtsmart.vn,58,4.623779780529901e-05
giangkechuyen,58,4.623779780529901e-05
thanhdaunguyen3,50,3.986017052180949e-05
langmaster_entertainment,41,3.2685339827883786e-05
gaufamilyy,40,3.188813641744759e-05
kthahh,40,3.188813641744759e-05
remind.ne,28,2.2321695492213315e-05
emanhbobeo02,12,9.566440925234278e-06
vietrilieu1006,10,7.972034104361898e-06
