channel,count,percent
civilis.duhochanquoc,341,0.001412879996353858
leo.cuong,336,0.0013921632808647985
baothoalifecoach,330,0.0013673032222779272
chuyennghe_,330,0.0013673032222779272
dotoearn,327,0.0013548731929844914
chuyen_n,324,0.0013424431636910557
iiiiphone,316,0.0013092964189085606
binh_storyteller,315,0.0013051530758107486
nmc.act,313,0.001296866389615125
datio89,311,0.001288579703419501
haluatsu,310,0.001284436360321689
coachingmaster,309,0.0012802930172238773
nguyencanhluan,309,0.0012802930172238773
truesmart.vn,308,0.0012761496741260654
catherineyenpham,305,0.0012637196448326297
paulduongcanada,304,0.0012595763017348178
datphinguyen,299,0.0012388595862457582
thedev_dad,298,0.0012347162431479463
marketingthucchien,298,0.0012347162431479463
chauchaukemtienganh,295,0.0012222862138545107
sabrina.uyenluu,290,0.001201569498365451
the.tri.way,290,0.001201569498365451
phieunoinhieu,289,0.0011974261552676392
nqs.kinhte,288,0.0011932828121698274
a8hamhoc,287,0.0011891394690720155
chualanhporn,285,0.0011808527828763916
tinesomot,284,0.0011767094397785798
chubandaugio,283,0.0011725660966807679
tu_nguyen_it,280,0.0011601360673873322
dieuhoalanggo,275,0.0011394193518982727
cellphones.updatedoday,274,0.0011352760088004607
ngulong.official,274,0.0011352760088004607
mcworld_daotaokynangmem,273,0.0011311326657026488
fpteduchill,271,0.001122845979507025
hien.thichhat,271,0.001122845979507025
xuan_affiliate,268,0.0011104159502135892
digistockvn,264,0.0010938425778223417
nguyenque.lifecoach,263,0.00108969923472453
innerspacevn,263,0.00108969923472453
naniosaka,262,0.001085555891626718
snoop.pi,256,0.0010606958330398465
neyakowo,254,0.0010524091468442228
longkhoahoc,251,0.001039979117550787
hieutheconsul,248,0.0010275490882573513
bbgchannel,247,0.0010234057451595393
roseway68,244,0.0010109757158661037
thesimpleha,243,0.0010068323727682918
coimodi,243,0.0010068323727682918
petjoy_chamsocthucung,240,0.0009944023434748561
duongduongpodcast,239,0.0009902590003770442
dyhayho,238,0.0009861156572792324
hatdecuoi75,234,0.0009695422848879847
radiotamsu03,232,0.0009612555986923609
wesleyn313,230,0.0009529689124967371
binochemtienganh,229,0.0009488255693989252
tkventuresvn,219,0.0009073921384208062
dsnhidong,219,0.0009073921384208062
thegeomedic,217,0.0008991054522251824
love_and_maturity,215,0.0008908187660295586
pphicoach,215,0.0008908187660295586
hanhchiase.xaykenh,215,0.0008908187660295586
toiyeuvietnam1975,210,0.0008701020505404991
hiubokho,209,0.0008659587074426872
ruto1009,202,0.0008369553057580039
mitaminhtan,202,0.0008369553057580039
kienkhongngu_official,201,0.000832811962660192
tamsuconggiao,201,0.000832811962660192
anhtuanle2304,195,0.0008079519040733206
apinvy,192,0.0007955218747798849
xangthuonghieu1,192,0.0007955218747798849
nguyen2hoang2long,190,0.0007872351885842611
hoangmanh8383,190,0.0007872351885842611
ami_wellness,190,0.0007872351885842611
nguyenphuonghuyen_tsh,189,0.0007830918454864492
hqbt_laodonghanquoc,187,0.0007748051592908254
duyyy.real.channel,187,0.0007748051592908254
langhoa.workout,186,0.0007706618161930135
msngan.panda,186,0.0007706618161930135
dhcvietnam.com.vn,185,0.0007665184730952016
mixximuse0305,185,0.0007665184730952016
bahuy.henry,184,0.0007623751299973897
homeenglishvn,178,0.0007375150714105183
dongocthien_hip,178,0.0007375150714105183
hongtotheheart,178,0.0007375150714105183
trungthucedu,177,0.0007333717283127064
anratot102,176,0.0007292283852148944
trungluatsu,175,0.0007250850421170826
weshare.asia,175,0.0007250850421170826
lydapotato,173,0.0007167983559214588
mai_luong_tsh,173,0.0007167983559214588
bamboocareers,173,0.0007167983559214588
tizidichlep.official,172,0.0007126550128236468
dangthuhaf,171,0.000708511669725835
hocvientommy,170,0.000704368326628023
sangsang2x,170,0.000704368326628023
linhmayy03,169,0.0007002249835302112
mountain_nguyen,164,0.0006795082680411517
linhmayy2003,162,0.0006712215818455279
auhomaiuyn,162,0.0006712215818455279
thanh.nv,161,0.000667078238747716
cafetek,160,0.0006629348956499041
phamnguyenanhtu38h1,160,0.0006629348956499041
makebelieveshow,158,0.0006546482094542803
wingmanvn,153,0.0006339314939652207
cohathu.wegrow,147,0.0006090714353783493
g84lebichngoc,146,0.0006049280922805375
kenjinguyendinh,145,0.0006007847491827256
soncalltech,145,0.0006007847491827256
quyquy_2,143,0.0005924980629871018
the.innovators,142,0.0005883547198892899
kobe.media79,141,0.000584211376791478
gearvn.store,141,0.000584211376791478
dr.hieuielts,140,0.0005800680336936661
thuyle2000,140,0.0005800680336936661
macyennhu,139,0.0005759246905958542
chiemthanhlich,139,0.0005759246905958542
astromazing.com,137,0.0005676380044002304
luatsux,134,0.0005552079751067946
vuongtuhoayogi,134,0.0005552079751067946
trieuvandeptrai,132,0.0005469212889111708
adminkhaofficial,130,0.000538634602715547
chungkhoannessi,130,0.000538634602715547
vttm_official,129,0.0005344912596177352
taotechvn,125,0.0005179178872264876
mcanhphuong,124,0.0005137745441286756
bobsgb,124,0.0005137745441286756
quang.tm,123,0.0005096312010308638
bacsicaohuuthinh,119,0.0004930578286396162
anthonyngofficial,119,0.0004930578286396162
duyennguyenkd,119,0.0004930578286396162
lantechvn,116,0.00048062779934618047
mixigaming,113,0.00046819777005274477
phuongcongnghe,112,0.0004640544269549329
quynhcuaneee,106,0.00043919436836806143
topcv,103,0.00042676433907462574
hungkhucc,101,0.00041847765287900194
lenkangoo,98,0.00040604762358556625
camvothuat,96,0.00039776093738994246
nawngs.official,91,0.00037704422190088297
caocuongvu,89,0.00036875753570525917
tan.sualaptop,89,0.00036875753570525917
rose.ng_,87,0.0003604708495096353
ph.khg,87,0.0003604708495096353
phuongnamcomedian,87,0.0003604708495096353
phamcanhlinh,87,0.0003604708495096353
sitcomtaichinh,86,0.0003563275064118234
fqa.mp5,83,0.00034389747711838773
thayleodeptrai,82,0.00033975413402057583
radiotuanngoc,82,0.00033975413402057583
khanhvyccf,81,0.00033561079092276394
tinhlong123,80,0.00033146744782495204
truyd,80,0.00033146744782495204
withvung,79,0.00032732410472714014
baophuonglatui,79,0.00032732410472714014
binyetvlog,78,0.00032318076162932824
hianle21.marketing,77,0.00031903741853151634
bimatgoogle,76,0.00031489407543370445
dong.congnghe,73,0.00030246404614026875
vietargue,72,0.00029832070304245686
sonapple88,70,0.00029003401684683306
dangbeo9,70,0.00029003401684683306
cobaedit7,70,0.00029003401684683306
thangmucbang,62,0.0002568872720643378
quoctruong1988,61,0.0002527439289665259
alongoc.nghe,59,0.00024445724277090213
kich.nghe,59,0.00024445724277090213
chau_muoi,58,0.00024031389967309023
phamquyet15121,58,0.00024031389967309023
bathucfood,57,0.00023617055657527833
htx.tienbo,56,0.00023202721347746644
phucmapvlog,55,0.00022788387037965454
_thangtaipei_,54,0.00022374052728184261
chubeo.dayyy,51,0.00021131049798840692
kienthanhle90,49,0.00020302381179278313
trananhtu249,48,0.00019888046869497123
masteranhducpro,48,0.00019888046869497123
tunggg.pham,47,0.00019473712559715933
nonkhanran,46,0.00019059378249934743
ccamthao,44,0.0001823070963037236
saigonspringroll,44,0.0001823070963037236
virussvn,41,0.00016987706701028792
duyentuban,41,0.00016987706701028792
hitmaker.talkshow,40,0.00016573372391247602
dicungdat,38,0.00015744703771685222
dyxahmazl7at,37,0.00015330369461904033
dungbanvang,35,0.00014501700842341653
giangoivlog,34,0.0001408736653256046
mioilami,31,0.0001284436360321689
meizkhumm,30,0.00012430029293435701
marketingcungadam,29,0.00012015694983654512
danchoihetao,26,0.00010772692054310941
hungdidu1907,24,9.944023434748561e-05
tieuthu.chanrau,24,9.944023434748561e-05
anhsacanh.marketik,22,9.11535481518618e-05
topupodcast,22,9.11535481518618e-05
manlethe,21,8.701020505404991e-05
dinovux,20,8.286686195623801e-05
mcmisthy,20,8.286686195623801e-05
son.me.hoc,17,7.04368326628023e-05
thuyvuongday,16,6.62934895649904e-05
giangkechuyen,12,4.972011717374281e-05
mtsmart.vn,12,4.972011717374281e-05
moedidauu,12,4.972011717374281e-05
thanhdaunguyen3,10,4.1433430978119005e-05
gaufamilyy,8,3.31467447824952e-05
kthahh,8,3.31467447824952e-05
langmaster_entertainment,8,3.31467447824952e-05
remind.ne,6,2.4860058586871403e-05
emanhbobeo02,2,8.2866861956238e-06
vietrilieu1006,2,8.2866861956238e-06
